Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
Top,THB 473.00,🛍️Shopping_FEB25 (https://app.notion.com/p/Shopping_FEB25-1680423c142680578fc7c98cc61c9227?pvs=21),No,"February 8, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
Fernpresso,THB 180.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 9, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Salad khunnai,THB 280.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 9, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 50.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 10, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
ดูหนัง,THB 180.00,🎮Entertainment_FEB25 (https://app.notion.com/p/Entertainment_FEB25-1680423c14268016ab46f06240fbce95?pvs=21),No,"February 11, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 40.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 11, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Oil,THB 80.00,🛢️Transportation_FEB25 (https://app.notion.com/p/Transportation_FEB25-1680423c1426805aad10fbef23b725b3?pvs=21),No,"February 11, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Fernpresso,THB 75.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 12, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Mu katsu,THB 172.50,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 12, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 50.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 15, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 48.75,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 15, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Khunnai,THB 277.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 15, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
Cafe,THB 135.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 16, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
เชฟนนท์,THB 250.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 16, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
คั่วไก่,THB 52.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 16, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
Food,THB 50.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 17, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 70.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 18, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
ซื้อ whey ให้ที่บ้าน,"THB 1,683.00",🛍️Shopping_FEB25 (https://app.notion.com/p/Shopping_FEB25-1680423c142680578fc7c98cc61c9227?pvs=21),No,"February 18, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
Salad terrace,THB 505.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 19, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 60.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 20, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
No.77,THB 77.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 20, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
ตัวต่อดอกไม้,THB 150.00,❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),No,"February 20, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
งานศพพ่อกันต์,THB 500.00,❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),No,"February 20, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
ข้าวต้ม,THB 116.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 21, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 129.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 23, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
ขนมจีบ,THB 40.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 24, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Firefly factory,THB 915.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 24, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Tops,THB 584.25,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 24, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
สลัดอกไก่,THB 50.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 25, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
สันนอกหมู,THB 50.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 25, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
หมอนพิงหลัง,"THB 1,296.00",❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),No,"February 25, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
ไข่เจียวหมูสับ,THB 40.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 26, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
Food,THB 35.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 26, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
งานแต่งอั้ม,"THB 1,000.00",❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),No,"February 22, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Money
Food + ชาตรามือ,THB 140.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 27, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
นม,THB 48.75,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 27, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Online banking
อิ่มสะดวก,THB 135.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),No,"February 28, 2025",February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),Credit card
ล้างรถ,THB 220.00,🚗Car_MAR25 (https://app.notion.com/p/Car_MAR25-1680423c14268058beedce5466ae03c4?pvs=21),No,"March 1, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Oil,THB 790.00,🛢️Transportation_MAR25 (https://app.notion.com/p/Transportation_MAR25-1680423c14268054accae614d31d0dbf?pvs=21),No,"March 1, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
นมเซเว่น,THB 123.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 1, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
12Feb,THB 255.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 1, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ข้าวเย็น,THB 275.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 1, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
กระเพราเนื้อๆ,THB 125.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 2, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Goodcery,THB 180.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 2, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
จงเฮง+nomberone,THB 190.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 2, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ขนมจีน,THB 75.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 3, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ข้าวเทคนิค,THB 55.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 4, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Fresh and Mild,THB 164.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 4, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ACCOM PARK ที่พักตอนสอบ,"THB 1,050.00",📖Education_MAR25 (https://app.notion.com/p/Education_MAR25-1680423c1426803e8161e7b2352ed12e?pvs=21),No,"March 4, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ฉู่ฉี่ไข่ดาวหมูสับ,THB 65.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 5, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ส้มตำอุดร,THB 250.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 6, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
กระเพราหมูไข่ดาว,THB 47.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 7, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ค่าที่พักนนทบุรี,"THB 2,000.00",✈️Travel_MAR25 (https://app.notion.com/p/Travel_MAR25-1680423c142680708e98dd2c827770f0?pvs=21),No,"March 8, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Coffee,THB 494.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 8, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
ราชาหมูทอด เล้งแซ่บ,THB 135.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 8, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Maya  ของใช้,THB 734.00,🛍️Shopping_MAR25 (https://app.notion.com/p/Shopping_MAR25-1680423c142680068876fe43cf16fe94?pvs=21),No,"March 8, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Supersoup,THB 90.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 9, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 75.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 10, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
เที่ยวบินไปสอบ,"THB 1,938.59",📖Education_MAR25 (https://app.notion.com/p/Education_MAR25-1680423c1426803e8161e7b2352ed12e?pvs=21),No,"March 10, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Food,THB 40.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 11, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Shopping,THB 117.75,🛍️Shopping_MAR25 (https://app.notion.com/p/Shopping_MAR25-1680423c142680068876fe43cf16fe94?pvs=21),No,"March 11, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 65.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 12, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ส้มต้ม,THB 380.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 13, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Top,THB 113.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 13, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
VT Namnueng,THB 310.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 14, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
ผึ้งน้อย,THB 150.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 14, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 70.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 15, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
หอมเชย,THB 470.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 15, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Oil,THB 750.00,🛢️Transportation_MAR25 (https://app.notion.com/p/Transportation_MAR25-1680423c14268054accae614d31d0dbf?pvs=21),No,"March 16, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Salad khunnai,THB 289.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 16, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 50.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 17, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 65.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 18, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ส้มตำอุบล,THB 205.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 19, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
สุขสันต์,THB 60.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 19, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
เสริฟสุข,THB 353.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 19, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Atelier Yumia,"THB 2,100.00",🎮Entertainment_MAR25 (https://app.notion.com/p/Entertainment_MAR25-1680423c142680c4a99ddb177b09d944?pvs=21),No,"March 19, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Milk,THB 48.75,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 20, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
The barn,THB 140.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 21, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Oil,THB 69.00,🛢️Transportation_MAR25 (https://app.notion.com/p/Transportation_MAR25-1680423c14268054accae614d31d0dbf?pvs=21),No,"March 22, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 69.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 22, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Food,THB 35.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 23, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 13.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 23, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ตัดผม,THB 130.00,💊Health & Fitness_MAR25 (https://app.notion.com/p/Health-Fitness_MAR25-1680423c142680eb96e4f4c6adcb5ab4?pvs=21),No,"March 23, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 61.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 23, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
เจียวดาว ไก่ทอด,THB 100.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 24, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Salad khunnai,THB 65.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 24, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 70.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 25, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 175.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 26, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Fernpresso,THB 185.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 26, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Curry,THB 175.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 26, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
ไข่เจียว,THB 40.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 27, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
น้ำปั่น,THB 35.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 27, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Top,THB 252.25,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 29, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
บริจาค,THB 100.00,❤️Lover_MAR25 (https://app.notion.com/p/Lover_MAR25-1680423c1426802b839afe7397a0296b?pvs=21),No,"March 29, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 363.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 29, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 95.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 30, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
The barn,THB 135.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 30, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 71.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 30, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Credit card
Sandwich,THB 29.00,🍴Eating_MAR25 (https://app.notion.com/p/Eating_MAR25-1680423c142680efa387c6654cf73096?pvs=21),No,"March 31, 2025",March 25 (https://app.notion.com/p/March-25-1680423c142680a78829f3b78eb4898d?pvs=21),Online banking
Food,THB 60.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 1, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ค่าเรียน occmed,"THB 32,000.00",📖Education_APR25 (https://app.notion.com/p/Education_APR25-1680423c14268093a6ffd9678529e9cf?pvs=21),No,"April 1, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Salad khunnai,THB 125.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 2, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 45.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
เครื่องบินไปงานแต่งเจล,"THB 2,150.00",✈️Travel_APR25 (https://app.notion.com/p/Travel_APR25-1680423c1426806c9e7cd154b83bf1b1?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 22.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
