Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
Dorle,THB 275.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 14, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
SF,THB 178.00,🎮Entertainment_FEB26 (https://app.notion.com/p/Entertainment_FEB26-2c90423c1426802d835febd61616853d?pvs=21),No,"February 14, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
ฮะจิบัง,THB 256.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 14, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Chum,THB 247.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 15, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Salad khunnai,THB 128.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 15, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 55.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 16, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food,THB 24.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 16, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
โคตรไก่,THB 71.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 16, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
ข้าวมันไก่ น้ำปั่น ขนมปัง,THB 100.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 17, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
มันอินเตอร์ บะหมี่นักกล้าม,THB 104.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 17, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food OR,THB 62.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 18, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
แร๊ฟสลัดฟาร์ม ผลไม้,THB 110.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 18, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
แปรง + diamond grain,THB 529.00,🛍️Shopping_FEB26 (https://app.notion.com/p/Shopping_FEB26-2c90423c1426800ab24ef407ece1e9dc?pvs=21),No,"February 18, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
ก๋วยเตี๋ยวหอพยบ.,THB 35.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 19, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Oil,THB 40.00,🛢️Transportation_FEB26 (https://app.notion.com/p/Transportation_FEB26-2c90423c142680f3908ac8af6bb27105?pvs=21),No,"February 19, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Bayday,THB 170.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 20, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Under over,THB 140.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 20, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
กระเพรากระด้ง,THB 52.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 20, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
กะเพรา + ผลไม้,THB 139.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 21, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
สหภาพสเต๊ก,THB 121.55,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 21, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
โฮมมี่,THB 14.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 22, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
ไข่เจียว,THB 50.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 22, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Salad farm,THB 90.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 22, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Octopath traveller 0,"THB 1,352.00",🎮Entertainment_FEB26 (https://app.notion.com/p/Entertainment_FEB26-2c90423c1426802d835febd61616853d?pvs=21),No,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 80.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Seven,THB 117.75,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
เมล็ดกาแฟ,THB 358.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 24, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Film nintendo,THB 95.00,🎮Entertainment_FEB26 (https://app.notion.com/p/Entertainment_FEB26-2c90423c1426802d835febd61616853d?pvs=21),No,"February 24, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 103.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 24, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
กระเพรากระด้ง,THB 64.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 24, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food,THB 148.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 25, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Salad khunnai,THB 125.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 25, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
เลี้ยงส้มตำอุดร,THB 273.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 26, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
กะเพรากระด้ง,THB 62.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 26, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Food OR,THB 47.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 27, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Manee fried chicken,THB 71.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 27, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Credit card
Amazon,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
โกเหลียง,THB 50.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
Food,THB 40.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
ลาบรื่น + บอร์ดเกมส์,THB 223.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),No,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),Online banking
เค้กกล้วยหอม,THB 369.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 1, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
วันเกิด PP - sanrio,THB 729.00,❤️Lover_MAR26 (https://app.notion.com/p/Lover_MAR26-2c90423c14268079900ace8237108244?pvs=21),No,"March 1, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Mask + สบู่ + ทิชชู่เปียก,THB 141.00,🛍️Shopping_MAR26 (https://app.notion.com/p/Shopping_MAR26-2c90423c142680bcb34ad3cd86824c01?pvs=21),No,"March 1, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Food OR,THB 57.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 2, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Food,THB 300.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 3, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Food,THB 85.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 4, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
BTS,THB 300.00,🛢️Transportation_MAR26 (https://app.notion.com/p/Transportation_MAR26-2c90423c142680d68c4bff642d35d193?pvs=21),No,"March 4, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Salad khunnai,THB 89.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 4, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
มันอินเตอร์,THB 55.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 5, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
กะเพรากระด้ง,THB 39.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 5, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
ล้างฟิล์ม,THB 130.00,❤️Lover_MAR26 (https://app.notion.com/p/Lover_MAR26-2c90423c14268079900ace8237108244?pvs=21),No,"March 5, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
หม่าล่า,THB 84.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 6, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Tumbler,THB 220.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 6, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
กระเพรา,THB 45.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 6, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
Food,THB 50.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 7, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Wabi sabi,THB 105.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 7, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Subway,THB 89.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 7, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
กระเพรากระด้ง,THB 61.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 8, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
ตัดผม,THB 130.00,💊Health & Fitness_MAR26 (https://app.notion.com/p/Health-Fitness_MAR26-2c90423c142680b29770dc29d0709e23?pvs=21),No,"March 8, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),
Salad khunnai,THB 124.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 8, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
Food OR,THB 66.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 9, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
"น้ำยาบ้วนปาก ไหมขัดฟัน นม ",THB 341.75,🛍️Shopping_MAR26 (https://app.notion.com/p/Shopping_MAR26-2c90423c142680bcb34ad3cd86824c01?pvs=21),No,"March 9, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
Salad farm,THB 120.40,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 9, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
มันไก่,THB 50.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 10, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Food,THB 20.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 10, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Mini story,THB 60.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 10, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Food,THB 62.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 11, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
กระเพรากระด้ง,THB 61.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 11, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
Food,THB 82.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 12, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Rock me,THB 397.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 12, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Yogurt,THB 121.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 12, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
เลี้ยงน้ำสุขสันต์,THB 335.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 13, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
Salad khunnai,THB 128.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 13, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
BTS,THB 300.00,🛢️Transportation_MAR26 (https://app.notion.com/p/Transportation_MAR26-2c90423c142680d68c4bff642d35d193?pvs=21),No,"March 13, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
โกยี,THB 65.00,🍴Eating_MAR26 (https://app.notion.com/p/Eating_MAR26-2c90423c142680b9a8a7dcc3367ef47a?pvs=21),No,"March 14, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Online banking
สบู่ โฟมล้างหน้า,THB 308.00,🛍️Shopping_MAR26 (https://app.notion.com/p/Shopping_MAR26-2c90423c142680bcb34ad3cd86824c01?pvs=21),No,"March 14, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),Credit card
