Date,Expense,Amount,Category,Wallet,Monthly Overview,Checkbox
"January 7, 2026",สุกี้ช้างเผือก,THB 76.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 8, 2026",ฉู่ฉี่ไข่เจียว,THB 65.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 8, 2026",Food,THB 45.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 8, 2026",Salad khunnai,THB 97.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 9, 2026",อองตอง,THB 109.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 9, 2026",ชาดำน้ำผึ้งมะนาว,THB 65.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 9, 2026",Katsudon,THB 109.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 10, 2026",กระเพรา,THB 64.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 10, 2026",เมล็ดกาแฟ กระดาษกรอง,THB 708.00,🛍️Shopping_JAN26 (https://app.notion.com/p/Shopping_JAN26-2c90423c14268095acecd0f5f0cb122e?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 10, 2026",ไก่กรอบไข่ข้น,THB 69.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 11, 2026",กะเพราไก่ กาแฟ,THB 83.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 11, 2026",สลัดฟาร์ม,THB 80.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 12, 2026",ปลาแกะ น้ำเปล่า,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 12, 2026",ซันไลท์ ทิชชู่,THB 122.00,🛍️Shopping_JAN26 (https://app.notion.com/p/Shopping_JAN26-2c90423c14268095acecd0f5f0cb122e?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 12, 2026",Salad khunnai,THB 124.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 13, 2026",Salad,THB 80.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 13, 2026",Tumbler เลี้ยง electice,THB 120.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 13, 2026",Food,THB 109.60,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 14, 2026",ข้าว OR,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 14, 2026",ฝรั่ง,THB 35.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 14, 2026",กระเพรา,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 15, 2026",กระเพรา,THB 47.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 15, 2026",Tumbler,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 15, 2026",สลัดฟาร์ม,THB 86.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 16, 2026",กาแฟ,THB 75.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 16, 2026",Food,THB 81.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 16, 2026",ข้าวไก่ทอด,THB 66.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 17, 2026",กระเพราด้ง,THB 55.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 17, 2026",ห่อหมกทะเล,THB 69.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",คะน้าหมูกรอบ,THB 75.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",ตัดผม,THB 138.00,💊Health & Fitness_JAN26 (https://app.notion.com/p/Health-Fitness_JAN26-2c90423c142680cd9c6dcfe727a8c24c?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",Oil,THB 80.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",Food,THB 43.25,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",Genshin,THB 109.94,🎮Entertainment_JAN26 (https://app.notion.com/p/Entertainment_JAN26-2c90423c142680f9bbceee354e8ad111?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",Yuzu vaccine,THB 290.00,🐱Cat_JAN26 (https://app.notion.com/p/Cat_JAN26-2c90423c142680139b81c1ed4f1e846a?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 18, 2026",สเต๊ก,THB 100.40,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 19, 2026",เมดเทค,THB 55.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 19, 2026",Food,THB 72.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 20, 2026",Food,THB 100.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 20, 2026",นมัสเต,THB 83.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 21, 2026",Food,THB 40.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 21, 2026",Food,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 21, 2026",Food,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 22, 2026",สลัด,THB 89.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 22, 2026",ขูดหินปูน,THB 900.00,💊Health & Fitness_JAN26 (https://app.notion.com/p/Health-Fitness_JAN26-2c90423c142680cd9c6dcfe727a8c24c?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 22, 2026",ไก่ทอด,THB 91.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",Food,THB 48.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",Bolt,THB 84.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",A1 BTS rabbit card,THB 207.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",Kate Teaw,THB 292.60,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",Auntie anne,THB 90.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",Koi the,THB 295.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 23, 2026",เซเว่น,THB 58.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",Seven,THB 46.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",BTS,THB 98.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",Hachiban,THB 256.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",Don don doki,THB 337.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",Maji curry,THB 295.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",ของขวัญ PP (case + moft),"THB 1,454.30",❤️Lover_JAN26 (https://app.notion.com/p/Lover_JAN26-2c90423c1426809ab234c2daf2194916?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 24, 2026",Tomtoc T66,"THB 2,290.00",🛍️Shopping_JAN26 (https://app.notion.com/p/Shopping_JAN26-2c90423c14268095acecd0f5f0cb122e?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",Food,THB 80.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",Casa lapin,THB 60.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",หมอน ergotrend,"THB 1,124.00",🏠Home_JAN26 (https://app.notion.com/p/Home_JAN26-2c90423c1426809eb5b5de699e3dc302?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",Bolt,THB 132.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",BTS,THB 17.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 25, 2026",Seven,THB 132.50,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 26, 2026",Akiyoshi,THB 599.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 26, 2026",BTS,THB 53.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 27, 2026",Food,THB 150.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 27, 2026",เทียมทาน,THB 105.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 27, 2026",Don don donki,THB 69.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 27, 2026",BTS,THB 88.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 28, 2026",BTS + rail link,THB 62.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 29, 2026",ข้าวราดแกง,THB 50.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 29, 2026",Five star,THB 25.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 29, 2026",Salad khunnai,THB 139.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 30, 2026",กระเพราไข่ดาว,THB 52.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 30, 2026",Food,THB 68.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 30, 2026",BTS,THB 81.00,🛢️Transportation_JAN26 (https://app.notion.com/p/Transportation_JAN26-2c90423c142680c094bfe32cc69161ed?pvs=21),Online banking,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 31, 2026",Food,THB 40.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 31, 2026",ไก่ทอดด,THB 86.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"January 31, 2026",Fitwhey,THB 594.00,🍴Eating_JAN26 (https://app.notion.com/p/Eating_JAN26-2c90423c142680c7b48eea71d7e2479f?pvs=21),Credit card,January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),No
"February 1, 2026",กระเพราไข่ข้น,THB 70.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 1, 2026",สหภาพสเต๊ก,THB 114.40,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 2, 2026",ทรายแมว,THB 974.00,🐱Cat_FEB26 (https://app.notion.com/p/Cat_FEB26-2c90423c14268002bc9dc395ab7970b6?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 2, 2026",Food OR,THB 52.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 2, 2026",ด้งเจริญ,THB 109.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 3, 2026",สลัดฟาร์ม,THB 99.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 4, 2026",Mini story,THB 210.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 4, 2026",Food OR,THB 47.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 4, 2026",สหภาพสเต๊ก,THB 115.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 5, 2026",Food + ผลไม้,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 5, 2026",กระเพรากระด้ง,THB 65.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 6, 2026",โกเหลียง,THB 50.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 6, 2026",ข้าวผัดไก่กรอบ,THB 71.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 7, 2026",สลัดหน้าไก่ย่างห้าดาว,THB 60.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 7, 2026",Seven,THB 43.25,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 7, 2026",หมูสับคั่วพริกเกลือ,THB 85.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 8, 2026",BTS,THB 300.00,🛢️Transportation_FEB26 (https://app.notion.com/p/Transportation_FEB26-2c90423c142680f3908ac8af6bb27105?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 8, 2026",Food,THB 44.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Online banking,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 8, 2026",Food,THB 79.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
"February 8, 2026",สหภาพเสต๊ก,THB 75.00,🍴Eating_FEB26 (https://app.notion.com/p/Eating_FEB26-2c90423c1426801fb9a3cd25b2f6d9c7?pvs=21),Credit card,February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),No
